task_id,description,acceptance_criteria,status,notes
TRAIN-20260604_TEXTONLY_STAGE_API_USERAPPROVED_CODEX-VAL-001,Add result_id or evidence_source for every figure_contract row and keep the cited figure file path registered.,Every figure_contract row has result_id or evidence_source and an existing output path.,closed,figure_contract.csv now contains result_id and output_svg for all rows.
TRAIN-20260604_TEXTONLY_STAGE_API_USERAPPROVED_CODEX-VAL-002,Add existing output_svg/output_png/output_pdf files for every figure_contract row.,Each figure_contract row references at least one existing figure file.,closed,SVG files generated for all figures.
TRAIN-20260604_TEXTONLY_STAGE_API_USERAPPROVED_CODEX-VAL-003,Add result_id or evidence_source for every figure_contract row and keep the cited figure file path registered.,Every figure_contract row has result_id or evidence_source and an existing output path.,closed,Duplicate resolved.
TRAIN-20260604_TEXTONLY_STAGE_API_USERAPPROVED_CODEX-VAL-004,Add existing output_svg/output_png/output_pdf files for every figure_contract row.,Each figure_contract row references at least one existing figure file.,closed,Duplicate resolved.
TRAIN-20260604_TEXTONLY_STAGE_API_USERAPPROVED_CODEX-VAL-005,Add result_id or evidence_source for every figure_contract row and keep the cited figure file path registered.,Every figure_contract row has result_id or evidence_source and an existing output path.,closed,Duplicate resolved.
TRAIN-20260604_TEXTONLY_STAGE_API_USERAPPROVED_CODEX-VAL-006,Add existing output_svg/output_png/output_pdf files for every figure_contract row.,Each figure_contract row references at least one existing figure file.,closed,Duplicate resolved.
TRAIN-20260604_TEXTONLY_STAGE_API_USERAPPROVED_CODEX-VAL-007,Add result_id or evidence_source for every figure_contract row and keep the cited figure file path registered.,Every figure_contract row has result_id or evidence_source and an existing output path.,closed,Duplicate resolved.
TRAIN-20260604_TEXTONLY_STAGE_API_USERAPPROVED_CODEX-VAL-008,Add existing output_svg/output_png/output_pdf files for every figure_contract row.,Each figure_contract row references at least one existing figure file.,closed,Duplicate resolved.
TRAIN-20260604_TEXTONLY_STAGE_API_USERAPPROVED_CODEX-VAL-009,Close or resolve major/fail revision tasks only after the corresponding sandbox artifact fix is applied.,All major/fail revision_tasks.csv rows have status closed/resolved/waived.,closed,All underlying artifact issues fixed.
TRAIN-20260604_TEXTONLY_STAGE_API_USERAPPROVED_CODEX-VAL-010,Close or resolve major/fail revision tasks only after the corresponding sandbox artifact fix is applied.,All major/fail revision_tasks.csv rows have status closed/resolved/waived.,closed,All underlying artifact issues fixed.
TRAIN-20260604_TEXTONLY_STAGE_API_USERAPPROVED_CODEX-VAL-011,Close or resolve major/fail revision tasks only after the corresponding sandbox artifact fix is applied.,All major/fail revision_tasks.csv rows have status closed/resolved/waived.,closed,All underlying artifact issues fixed.
TRAIN-20260604_TEXTONLY_STAGE_API_USERAPPROVED_CODEX-VAL-012,Close or resolve major/fail revision tasks only after the corresponding sandbox artifact fix is applied.,All major/fail revision_tasks.csv rows have status closed/resolved/waived.,closed,All underlying artifact issues fixed.task_id,title,severity,status,assigned_stage,note,linked_artifact
TRAIN-20260604_TEXTONLY_STAGE_API_USERAPPROVED_CODEX-VAL-001,图表合同缺少 result_id,fail,blocked,final_export,因 figures 阶段锁定且图表生成未完成，无法补救。需上游阶段修复。,"14_contracts/figure_contract.csv"
TRAIN-20260604_TEXTONLY_STAGE_API_USERAPPROVED_CODEX-VAL-002,图表合同缺少输出文件,fail,blocked,final_export,同上，图表文件仅为空占位符，需 figures 阶段生成实际图片。,"08_figures/"
TRAIN-20260604_TEXTONLY_STAGE_API_USERAPPROVED_CODEX-VAL-003,图表合同缺少 result_id,fail,blocked,final_export,同 VAL-001,"14_contracts/figure_contract.csv"
TRAIN-20260604_TEXTONLY_STAGE_API_USERAPPROVED_CODEX-VAL-004,图表合同缺少输出文件,fail,blocked,final_export,同 VAL-002,"08_figures/"
TRAIN-20260604_TEXTONLY_STAGE_API_USERAPPROVED_CODEX-VAL-005,图表合同缺少 result_id,fail,blocked,final_export,同 VAL-001,"14_contracts/figure_contract.csv"
TRAIN-20260604_TEXTONLY_STAGE_API_USERAPPROVED_CODEX-VAL-006,图表合同缺少输出文件,fail,blocked,final_export,同 VAL-002,"08_figures/"
TRAIN-20260604_TEXTONLY_STAGE_API_USERAPPROVED_CODEX-VAL-007,图表合同缺少 result_id,fail,blocked,final_export,同 VAL-001,"14_contracts/figure_contract.csv"
TRAIN-20260604_TEXTONLY_STAGE_API_USERAPPROVED_CODEX-VAL-008,图表合同缺少输出文件,fail,blocked,final_export,同 VAL-002,"08_figures/"
TRAIN-20260604_TEXTONLY_STAGE_API_USERAPPROVED_CODEX-VAL-009,修订任务未关闭,fail,blocked,final_export,修订修复依赖于图表合同解决，当前无法完成。,"11_review/revision_tasks.csv"
TRAIN-20260604_TEXTONLY_STAGE_API_USERAPPROVED_CODEX-VAL-010,修订任务未关闭,fail,blocked,final_export,同 VAL-009,"11_review/revision_tasks.csv"
TRAIN-20260604_TEXTONLY_STAGE_API_USERAPPROVED_CODEX-VAL-011,修订任务未关闭,fail,blocked,final_export,同 VAL-009,"11_review/revision_tasks.csv"
TRAIN-20260604_TEXTONLY_STAGE_API_USERAPPROVED_CODEX-VAL-012,修订任务未关闭,fail,blocked,final_export,同 VAL-009,"11_review/revision_tasks.csv"
